time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-20T15:30:49.800Z,17.3659,-63.9146,22,4,Md,16,334.8,0.89831528,0.38,pr,pr15079019,2015-03-20T18:40:35.552Z,"76km WSW of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake
2015-03-20T15:30:39.690Z,38.8101654,-122.7418365,3.19,0.64,md,12,93,0.02673,0.01,nc,nc72414510,2015-03-20T15:53:04.857Z,"2km SW of Cobb, California",earthquake
2015-03-20T15:20:34.430Z,11.1049,-86.892,28.24,5.1,mb,,145,1.121,1.22,us,us10001p68,2015-03-20T16:11:41.197Z,"85km SSW of Masachapa, Nicaragua",earthquake
2015-03-20T15:17:40.000Z,38.8285,-122.7836667,2.17,1.7,md,50,43,0.01092,0.04,nc,nc72414500,2015-03-20T23:45:08.020Z,"5km W of Cobb, California",earthquake
2015-03-20T15:05:58.400Z,38.8246651,-122.8031693,3.29,1.01,md,22,74,0.005541,0.02,nc,nc72414495,2015-03-20T17:21:06.021Z,"6km W of Cobb, California",earthquake
2015-03-20T14:45:38.030Z,38.7895012,-122.7578354,3.46,0.52,md,9,87,0.01764,0.03,nc,nc72414490,2015-03-20T15:09:06.746Z,"1km N of The Geysers, California",earthquake
2015-03-20T14:29:34.000Z,60.3686,-143.0089,0,1,ml,,,,0.65,ak,ak11532487,2015-03-20T14:50:52.578Z,"46km NW of Cape Yakataga, Alaska",earthquake
2015-03-20T14:11:17.200Z,38.8413315,-122.7713318,2.13,0.63,md,11,128,0.004155,0.03,nc,nc72414480,2015-03-20T16:31:09.944Z,"4km WNW of Cobb, California",earthquake
2015-03-20T14:11:08.500Z,33.476,-116.7601667,7.21,0.72,ml,27,60,0.07938,0.17,ci,ci37343984,2015-03-20T22:25:36.913Z,"10km ENE of Aguanga, California",earthquake
2015-03-20T13:58:35.000Z,59.9541,-152.2835,59.9,1.8,ml,,,,0.34,ak,ak11532484,2015-03-20T14:32:25.931Z,"32km NW of Anchor Point, Alaska",earthquake
2015-03-20T13:56:18.890Z,38.8051667,-122.7951667,2.01,0.14,md,13,121,0.002799,0.03,nc,nc72414470,2015-03-21T01:13:05.160Z,"4km NW of The Geysers, California",earthquake
2015-03-20T13:54:52.100Z,36.1198333,-117.86,3.79,0.66,ml,15,90,0.004671,0.21,ci,ci37343968,2015-03-20T23:29:57.780Z,"12km NE of Coso Junction, California",earthquake
2015-03-20T13:39:46.710Z,44.7235,-110.5423333,4.91,1.77,ml,7,170,0.023,0.13,uu,uu60105022,2015-03-20T16:17:40.110Z,"37km NE of Old Faithful Geyser, Wyoming",earthquake
2015-03-20T13:39:00.310Z,38.796,-122.7293333,2.06,0.39,md,18,51,0.01075,0.08,nc,nc72414460,2015-03-21T01:24:10.194Z,"2km S of Cobb, California",earthquake
2015-03-20T13:33:36.260Z,38.8326683,-122.8058319,2.51,0.92,md,18,48,0.009835,0.02,nc,nc72414455,2015-03-20T13:48:04.582Z,"7km W of Cobb, California",earthquake
2015-03-20T13:26:53.460Z,33.9083333,-117.0701667,16.84,0.99,ml,40,62,0.07757,0.15,ci,ci37343928,2015-03-20T22:15:12.241Z,"9km WSW of Beaumont, California",earthquake
2015-03-20T13:22:47.000Z,63.2066,-150.2236,91.7,1.6,ml,,,,1.39,ak,ak11532468,2015-03-20T13:55:45.672Z,"67km WSW of Cantwell, Alaska",earthquake
2015-03-20T13:22:22.000Z,60.1025,-140.7132,6.1,3.1,ml,,,,0.75,ak,ak11532464,2015-03-20T17:04:02.330Z,"83km NW of Yakutat, Alaska",earthquake
2015-03-20T13:18:06.000Z,61.2264,-146.7924,20.2,1.6,ml,,,,0.62,ak,ak11532462,2015-03-20T13:38:07.459Z,"26km WNW of Valdez, Alaska",earthquake
2015-03-20T13:16:12.680Z,34.2223333,-117.4646667,11.58,1.99,ml,70,20,0.03317,0.17,ci,ci37343920,2015-03-20T22:01:02.390Z,"5km SE of Lytle Creek, California",earthquake
2015-03-20T13:09:55.187Z,36.8705,-117.754,0,0.91,ml,7,161.98,0.373,0.1867,nn,nn00487506,2015-03-20T13:36:36.126Z,"40km NE of Lone Pine, California",earthquake
2015-03-20T13:09:11.900Z,33.6705,-116.7513333,17.47,0.2,ml,18,70,0.05104,0.09,ci,ci37343912,2015-03-20T21:41:30.470Z,"8km SSW of Idyllwild, California",earthquake
2015-03-20T13:07:48.980Z,35.6815,-120.2141667,1.36,0.97,md,16,50,0.0273,0.05,nc,nc72414445,2015-03-20T17:58:05.092Z,"14km ENE of Shandon, California",earthquake
2015-03-20T13:01:25.420Z,33.322,-116.3886667,5.82,0.83,ml,28,63,0.01863,0.1,ci,ci37343896,2015-03-20T21:36:23.029Z,"8km N of Borrego Springs, California",earthquake
2015-03-20T12:58:39.600Z,19.1013,-155.437,38.7,2.3,Md,,262.8,0.06288207,0.14,hv,hv60876426,2015-03-20T13:01:43.900Z,"12km SSE of Pahala, Hawaii",earthquake
2015-03-20T12:58:20.300Z,19.0902,-155.4387,40.9,1.9,Md,,187.2,0.07186522,0.12,hv,hv60876421,2015-03-20T19:11:55.502Z,"13km SSE of Pahala, Hawaii",earthquake
2015-03-20T12:57:34.170Z,41.8695,-119.6339,9.2448,1.19,ml,5,221.7,0.147,0.0963,nn,nn00487515,2015-03-20T15:21:34.420Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-20T12:54:26.170Z,36.0618333,-117.5961667,2.06,0.55,ml,12,110,0.08691,0.18,ci,ci37343880,2015-03-20T23:25:00.538Z,"31km ENE of Little Lake, California",earthquake
2015-03-20T12:53:57.240Z,40.7596667,-111.6156667,10.43,0.95,ml,20,52,0.122,0.12,uu,uu60105017,2015-03-20T16:11:28.340Z,"1km NNW of Summit Park, Utah",earthquake
2015-03-20T12:52:44.300Z,19.2595,-155.3285,22.1,1.5,Md,,172.8,0.04491576,0.16,hv,hv60876406,2015-03-20T19:37:25.781Z,"17km ENE of Pahala, Hawaii",earthquake
2015-03-20T12:51:14.820Z,38.8380013,-122.802002,2.72,0.19,md,12,64,0.009114,0.01,nc,nc72414440,2015-03-20T15:21:16.769Z,"7km WNW of Cobb, California",earthquake
2015-03-20T12:50:21.400Z,19.1515,-155.5385,44.2,2.8,md,,129.599989632001,0.07186522,0.22,hv,hv60876401,2015-03-20T20:52:55.753Z,"8km SW of Pahala, Hawaii",earthquake
2015-03-20T12:48:15.000Z,19.1465,-155.5462,41.6,1.9,Md,,133.2,0.08084838,0.13,hv,hv60876396,2015-03-20T20:30:42.059Z,"9km SW of Pahala, Hawaii",earthquake
2015-03-20T12:45:33.000Z,63.0861,-151.3655,0,1.3,ml,,,,0.43,ak,ak11532457,2015-03-20T12:58:08.092Z,"106km NW of Talkeetna, Alaska",earthquake
2015-03-20T12:36:24.361Z,39.3488,-119.9952,5.4545,0.59,ml,12,101.49,0.065,0.1012,nn,nn00487502,2015-03-20T15:12:09.020Z,"10km N of Incline Village, Nevada",earthquake
2015-03-20T12:35:03.440Z,33.6003333,-116.8156667,9.64,0.51,ml,27,49,0.03993,0.12,ci,ci37343864,2015-03-20T21:30:00.245Z,"14km WNW of Anza, California",earthquake
2015-03-20T12:27:56.930Z,35.7016667,-121.104,6.87,0.99,md,26,70,0.04491,0.07,nc,nc72414435,2015-03-21T02:33:08.350Z,"10km NE of San Simeon, California",earthquake
2015-03-20T12:26:20.210Z,32.8826667,-116.1886667,10.26,1.43,ml,31,81,0.06288,0.2,ci,ci37343856,2015-03-20T21:22:25.190Z,"25km NW of Ocotillo, California",earthquake
2015-03-20T12:18:56.900Z,19.0421,-64.1977,8,4.6,Ml,14,334.8,1.26033634,0.25,pr,pr15079011,2015-03-20T16:41:08.755Z,"59km NNE of Road Town, British Virgin Islands",earthquake
2015-03-20T12:18:22.300Z,38.8361664,-122.7838364,2.7,0.76,md,14,70,0.008663,0.02,nc,nc72414430,2015-03-20T12:54:10.485Z,"5km WNW of Cobb, California",earthquake
2015-03-20T12:13:55.570Z,38.8355,-122.8028333,2.99,1.32,md,48,31,0.01018,0.03,nc,nc72414420,2015-03-21T01:57:05.292Z,"7km WNW of Cobb, California",earthquake
2015-03-20T12:08:10.000Z,62.3589,-148.5672,57.9,1.2,ml,,,,0.95,ak,ak11532444,2015-03-20T12:21:48.839Z,"64km NNE of Sutton-Alpine, Alaska",earthquake
2015-03-20T12:01:31.280Z,24.5119,122.8988,70.66,4.9,mb,,44,0.111,1.05,us,us10001p4y,2015-03-20T20:04:01.912Z,"11km WNW of Yonakuni, Japan",earthquake
2015-03-20T11:57:17.090Z,38.8083344,-122.8259964,3.47,0.56,md,8,150,0.002542,0.02,nc,nc72414410,2015-03-20T12:12:05.404Z,"6km WNW of The Geysers, California",earthquake
2015-03-20T11:56:45.270Z,33.9113333,-116.8905,16.95,0.75,ml,31,83,0.1096,0.16,ci,ci37343824,2015-03-20T21:16:13.941Z,"2km SW of Banning, California",earthquake
2015-03-20T11:47:32.740Z,36.055,-117.5985,1.33,0.64,ml,19,106,0.08877,0.15,ci,ci37343816,2015-03-20T21:08:36.221Z,"31km ENE of Little Lake, California",earthquake
2015-03-20T11:42:41.000Z,62.3673,-151.8529,9.5,1.8,ml,,,,0.78,ak,ak11532442,2015-03-20T12:03:40.520Z,"90km W of Talkeetna, Alaska",earthquake
2015-03-20T11:40:10.630Z,38.8311667,-122.7708333,2.55,0.93,md,32,55,0.0009996,0.04,nc,nc72414405,2015-03-20T20:29:04.503Z,"4km WNW of Cobb, California",earthquake
2015-03-20T11:39:31.440Z,34.1923333,-117.4506667,10.09,1.39,ml,54,23,0.04385,0.18,ci,ci37343808,2015-03-20T21:03:58.040Z,"6km SW of Devore, California",earthquake
2015-03-20T11:27:42.920Z,38.8128319,-122.8184967,3.34,0.87,md,17,91,0.009236,0.02,nc,nc72414395,2015-03-20T14:06:05.613Z,"6km NW of The Geysers, California",earthquake
2015-03-20T11:27:08.110Z,37.614,-118.8101667,4.83,0.58,md,11,216,0.02615,0.04,nc,nc72414400,2015-03-20T17:15:41.680Z,"14km ESE of Mammoth Lakes, California",earthquake
2015-03-20T11:27:01.000Z,63.0923,-150.7092,119.9,1.7,ml,,,,0.48,ak,ak11532429,2015-03-20T12:03:39.943Z,"90km NNW of Talkeetna, Alaska",earthquake
2015-03-20T11:25:32.200Z,19.7283,-66.0945,52,3.3,Ml,11,302.4,1.30974368,0.37,pr,pr15079010,2015-03-20T19:28:03.029Z,"139km N of San Juan, Puerto Rico",earthquake
2015-03-20T11:19:03.000Z,60.6722,-148.2569,24.4,1.6,ml,,,,0.94,ak,ak11532427,2015-03-20T11:47:17.165Z,"25km ESE of Whittier, Alaska",earthquake
2015-03-20T11:16:34.000Z,62.0809,-148.1246,35.8,1.2,ml,,,,0.37,ak,ak11532425,2015-03-20T11:47:19.193Z,"49km NE of Sutton-Alpine, Alaska",earthquake
2015-03-20T11:15:47.364Z,41.8771,-119.636,10.6046,2.05,ml,5,220.41,0.141,0.1508,nn,nn00487499,2015-03-20T18:30:03.170Z,"70km ESE of Lakeview, Oregon",earthquake
2015-03-20T11:10:17.170Z,-11.5565,166.9402,207.01,4.8,mb,,115,10.467,0.8,us,us10001p4m,2015-03-20T19:12:51.675Z,"152km SE of Lata, Solomon Islands",earthquake
2015-03-20T11:08:13.000Z,62.991,-150.8012,99.4,1.3,ml,,,,0.42,ak,ak11532423,2015-03-20T11:47:18.490Z,"82km NNW of Talkeetna, Alaska",earthquake
2015-03-20T10:58:48.560Z,36.7976667,-121.5166667,4.78,1.68,md,57,32,0.02426,0.09,nc,nc72414385,2015-03-20T17:44:06.060Z,"5km SSE of San Juan Bautista, California",earthquake
2015-03-20T10:54:14.030Z,35.6687,140.9744,35,4.4,mb,,158,0.847,0.99,us,us10001p4j,2015-03-20T13:35:13.595Z,"14km ESE of Hasaki, Japan",earthquake
2015-03-20T10:50:45.500Z,19.0599,-64.6136,7,3.1,Md,3,342,0.98006197,0.1,pr,pr15079016,2015-03-20T18:53:11.556Z,"71km N of Road Town, British Virgin Islands",earthquake
2015-03-20T10:44:33.930Z,36.0161667,-117.8873333,3.16,1.41,ml,28,82,0.008769,0.15,ci,ci37343800,2015-03-20T20:40:19.060Z,"6km ESE of Coso Junction, California",earthquake
2015-03-20T10:33:17.350Z,38.9165,-123.6293333,2.89,1.37,md,8,240,0.1187,0.17,nc,nc72414380,2015-03-20T21:44:04.696Z,"5km E of Point Arena, California",earthquake
2015-03-20T10:29:54.500Z,18.2647,-66.5495,28,1.8,Md,4,100.8,0.19044284,0.12,pr,pr15079018,2015-03-20T14:56:49.466Z,"6km NE of Jayuya, Puerto Rico",earthquake
2015-03-20T10:29:29.430Z,36.0103333,-117.889,2.52,0.18,ml,11,145,0.002826,0.16,ci,ci37343792,2015-03-20T23:21:47.565Z,"7km SE of Coso Junction, California",earthquake
2015-03-20T10:20:35.890Z,38.8221664,-122.7649994,2.48,0.92,md,15,52,0.009138,0.04,nc,nc72414375,2015-03-20T12:46:06.468Z,"3km W of Cobb, California",earthquake
2015-03-20T10:18:12.940Z,33.2086667,-116.6915,9.29,0.63,ml,24,49,0.03828,0.16,ci,ci37343784,2015-03-20T20:33:49.327Z,"8km ESE of Lake Henshaw, California",earthquake
2015-03-20T10:15:09.000Z,62.242,-150.8769,58.2,1.5,ml,,,,0.51,ak,ak11532412,2015-03-20T10:26:23.671Z,"40km WSW of Talkeetna, Alaska",earthquake
2015-03-20T10:08:13.700Z,37.453,-118.6215,7.22,0.87,md,8,140,0.1099,0.01,nc,nc72414370,2015-03-20T17:48:06.063Z,"17km NW of West Bishop, California",earthquake
2015-03-20T10:05:57.282Z,41.8899,-119.6341,8.094,1.73,ml,5,129.17,0.135,0.1557,nn,nn00487498,2015-03-20T18:26:55.920Z,"69km SE of Lakeview, Oregon",earthquake
2015-03-20T09:56:31.439Z,41.8795,-119.6312,6.9424,0.85,ml,4,220.13,0.142,0.1643,nn,nn00487559,2015-03-20T22:48:03.955Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-20T09:54:23.620Z,35.6651667,-121.0676667,5.58,0.85,md,16,85,0.0628,0.08,nc,nc72414365,2015-03-21T02:56:05.436Z,"11km N of Cambria, California",earthquake
2015-03-20T09:51:56.170Z,36.0153333,-117.8895,3.25,0.84,ml,18,83,0.007612,0.15,ci,ci37343776,2015-03-20T20:28:27.401Z,"6km ESE of Coso Junction, California",earthquake
2015-03-20T09:49:24.750Z,33.886,-116.5513333,13.51,0.84,ml,26,59,0.05453,0.15,ci,ci37343768,2015-03-20T20:23:36.812Z,"2km SSW of Garnet, California",earthquake
2015-03-20T09:47:10.870Z,38.7943344,-122.7728348,4.97,0.28,md,7,90,0.02222,0.02,nc,nc72414360,2015-03-20T12:21:06.423Z,"2km NW of The Geysers, California",earthquake
2015-03-20T09:38:01.490Z,33.7123333,-116.7606667,18.24,0.56,ml,14,101,0.03878,0.13,ci,ci37129116,2015-03-20T20:18:48.471Z,"5km SW of Idyllwild, California",earthquake
2015-03-20T09:37:54.110Z,33.382,-116.3893333,14.63,0.59,ml,20,157,0.1159,0.19,ci,ci37343760,2015-03-20T19:05:56.832Z,"14km N of Borrego Springs, California",earthquake
2015-03-20T09:34:14.420Z,33.592,-116.8196667,9.79,0.16,ml,12,174,0.04458,0.12,ci,ci37343752,2015-03-20T18:52:28.816Z,"14km WNW of Anza, California",earthquake
2015-03-20T09:31:47.710Z,33.3815,-116.3938333,14.82,0.86,ml,29,155,0.1147,0.19,ci,ci37343744,2015-03-20T18:48:28.530Z,"14km N of Borrego Springs, California",earthquake
2015-03-20T09:29:51.010Z,38.8253333,-122.799,3.61,1.34,md,47,34,0.008864,0.04,nc,nc72414355,2015-03-20T22:24:04.826Z,"6km W of Cobb, California",earthquake
2015-03-20T09:19:52.000Z,63.3206,-149.6705,101.4,1.1,ml,,,,0.46,ak,ak11532410,2015-03-20T09:39:18.243Z,"36km WSW of Cantwell, Alaska",earthquake
2015-03-20T09:07:17.330Z,33.4706667,-116.5705,9.16,1.15,ml,46,66,0.03573,0.13,ci,ci37343736,2015-03-20T18:44:22.450Z,"13km SE of Anza, California",earthquake
2015-03-20T09:01:05.960Z,38.7565002,-122.7163315,2.13,0.94,md,13,99,0.01676,0.04,nc,nc72414350,2015-03-20T09:24:04.115Z,"4km ESE of The Geysers, California",earthquake
2015-03-20T09:00:40.360Z,36.5666,-97.5989,5,3.2,mb_lg,,41,0.315,0.6,us,us10001p46,2015-03-21T03:34:41.966Z,"28km WSW of Tonkawa, Oklahoma",earthquake
2015-03-20T08:59:51.830Z,33.5945,-116.8203333,9.58,0.16,ml,15,162,0.04218,0.1,ci,ci37343728,2015-03-20T18:33:22.868Z,"14km WNW of Anza, California",earthquake
2015-03-20T08:54:00.760Z,39.2188333,-123.1708333,7.96,1.32,md,8,113,0.102,0.04,nc,nc71090279,2015-03-21T09:15:07.266Z,"5km SSE of Redwood Valley, California",earthquake
2015-03-20T08:53:56.410Z,40.9917,-116.29,1.047,2.12,ml,7,174.89,0.042,0.0949,nn,nn00487496,2015-03-20T12:24:56.157Z,"34km NNW of Carlin, Nevada",earthquake
2015-03-20T08:48:18.720Z,38.8243332,-122.7813339,1.76,0.79,md,14,54,0.01082,0.02,nc,nc72414340,2015-03-20T11:30:06.342Z,"5km W of Cobb, California",earthquake
2015-03-20T08:40:32.000Z,59.8947,-152.4042,34.6,1.8,ml,,,,0.77,ak,ak11532401,2015-03-20T09:02:14.114Z,"34km WNW of Anchor Point, Alaska",earthquake
2015-03-20T08:39:15.500Z,34.0143333,-117.5808333,8.69,0.88,ml,35,73,0.08418,0.17,ci,ci37343720,2015-03-20T18:30:18.224Z,"6km SE of Ontario, California",earthquake
2015-03-20T08:32:08.130Z,33.5095,-116.5625,15,0.63,ml,24,77,0.03631,0.12,ci,ci37343712,2015-03-20T18:19:38.390Z,"12km ESE of Anza, California",earthquake
2015-03-20T08:22:48.880Z,36.6325,-121.2485,10.3,0.75,md,25,69,0.03933,0.05,nc,nc72414320,2015-03-21T03:07:05.482Z,"22km NE of Gonzales, California",earthquake
2015-03-20T08:22:36.790Z,33.0338333,-116.4518333,9.74,0.66,ml,14,79,0.1311,0.15,ci,ci37343704,2015-03-20T18:15:47.994Z,"15km ESE of Julian, California",earthquake
2015-03-20T08:21:41.000Z,19.0428,-65.4493,30,2.1,Md,4,316.8,0.74829663,0.11,pr,pr15079017,2015-03-20T14:34:26.953Z,"79km NNE of Luquillo, Puerto Rico",earthquake
2015-03-20T08:17:42.500Z,18.9827,-64.3734,48,3.2,Md,4,345.6,1.09145307,0.09,pr,pr15079015,2015-03-20T16:20:19.605Z,"67km NNE of Road Town, British Virgin Islands",earthquake
2015-03-20T08:13:22.540Z,39.216,-123.1711667,8.04,1.62,md,19,53,0.1014,0.05,nc,nc72414305,2015-03-20T21:18:04.623Z,"6km SSE of Redwood Valley, California",earthquake
2015-03-20T07:57:00.600Z,19.0727,-64.5895,38,2.6,Md,3,342,1.0052148,0.07,pr,pr15079014,2015-03-20T15:59:40.764Z,"72km N of Road Town, British Virgin Islands",earthquake
2015-03-20T07:52:24.480Z,38.8176667,-122.8166667,2.92,0.34,md,18,75,0.007697,0.04,nc,nc72414300,2015-03-20T17:23:05.026Z,"6km NW of The Geysers, California",earthquake
2015-03-20T07:48:48.800Z,19.0487,-65.5674,32,2.7,Md,3,316.8,0.78512756,0.05,pr,pr15079013,2015-03-20T15:51:21.667Z,"74km NNE of Vieques, Puerto Rico",earthquake
2015-03-20T07:44:23.500Z,33.6753333,-116.709,17.59,0.97,ml,37,56,0.03005,0.13,ci,ci37343696,2015-03-20T18:05:52.970Z,"7km S of Idyllwild, California",earthquake
2015-03-20T07:41:52.893Z,40.0855,-119.6634,14.1154,1.13,ml,15,127.62,0.1,0.1581,nn,nn00487493,2015-03-20T09:26:45.777Z,"48km N of Spanish Springs, Nevada",earthquake
2015-03-20T07:41:38.500Z,44.6068,-114.3393,5.2,2.3,mc,25,82.7999933760005,0.06647533,0.17,mb,mb15918432,2015-03-20T19:52:40.215Z,"14km NW of Challis, Idaho",earthquake
2015-03-20T07:33:03.150Z,37.6083333,-119.0198333,10.33,0.46,md,12,113,0.004593,0.03,nc,nc72414290,2015-03-20T16:46:32.070Z,"6km SW of Mammoth Lakes, California",earthquake
2015-03-20T07:32:37.790Z,38.8381653,-122.783165,2.25,0.37,md,10,109,0.006896,0.01,nc,nc72414285,2015-03-20T10:14:04.200Z,"5km WNW of Cobb, California",earthquake
2015-03-20T07:19:23.000Z,61.6525,-151.7622,92.4,1.6,ml,,,,0.35,ak,ak11532393,2015-03-20T20:37:20.570Z,"91km W of Willow, Alaska",earthquake
2015-03-20T07:05:10.491Z,38.008,-118.1525,10.2601,0.73,ml,6,237.55,0.13,0.0662,nn,nn00487550,2015-03-20T22:13:31.643Z,"70km SE of Hawthorne, Nevada",earthquake
2015-03-20T07:02:21.040Z,36.0548333,-117.6008333,1.35,0.65,ml,16,106,0.09067,0.17,ci,ci37343688,2015-03-20T23:19:20.433Z,"30km ENE of Little Lake, California",earthquake
2015-03-20T07:00:50.300Z,19.3635,-65.1871,85,2.6,Ml,3,334.8,1.05372383,0.05,pr,pr15079012,2015-03-20T15:03:33.904Z,"116km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-03-20T06:48:33.160Z,33.2575,-116.0256667,4.67,1.3,ml,43,51,0.04026,0.19,ci,ci37343680,2015-03-20T17:47:08.528Z,"8km SW of Salton City, California",earthquake
2015-03-20T06:36:09.070Z,33.5046667,-116.4923333,15.99,0.52,ml,21,99,0.0618,0.11,ci,ci37343672,2015-03-20T17:37:44.826Z,"18km ESE of Anza, California",earthquake
2015-03-20T06:22:15.530Z,44.5818333,-110.3571667,4.03,0.6,md,7,136,0.035,0.06,uu,uu60105007,2015-03-20T16:00:05.980Z,"39km ENE of Old Faithful Geyser, Wyoming",earthquake
2015-03-20T06:09:21.250Z,33.4555,-116.5983333,9.78,0.46,ml,22,121,0.03923,0.13,ci,ci37343656,2015-03-20T17:25:03.775Z,"13km SSE of Anza, California",earthquake
2015-03-20T06:00:37.000Z,18.0252,-67.9483,49,3.2,Md,11,324,0.83363658,0.2,pr,pr15079008,2015-03-20T14:03:21.332Z,"78km SE of Punta Cana, Dominican Republic",earthquake
2015-03-20T05:57:23.700Z,18.0435,-67.9172,67,3.4,Md,12,324,0.80039892,0.18,pr,pr15079009,2015-03-20T13:59:55.228Z,"77km W of Puerto Real, Puerto Rico",earthquake
2015-03-20T05:48:34.000Z,61.9891,-150.5299,46.3,3.1,ml,,,,0.71,ak,ak11532384,2015-03-20T13:51:00.274Z,"37km NW of Willow, Alaska",earthquake
2015-03-20T05:44:38.070Z,35.4936667,-92.2708333,4.2,2.04,md,7,93,0.09469,0.35,nm,nm60005908,2015-03-20T12:00:36.996Z,"11km S of Fairfield Bay, Arkansas",earthquake
2015-03-20T05:38:53.390Z,33.4738333,-116.567,8.89,0.37,ml,20,106,0.03604,0.1,ci,ci37343648,2015-03-20T16:58:23.984Z,"13km SE of Anza, California",earthquake
2015-03-20T05:19:19.240Z,36.8964,-104.7387,9.42,3.9,ml,,59,0.357,0.54,us,us10001p37,2015-03-21T03:40:49.183Z,"26km W of Raton, New Mexico",earthquake
2015-03-20T05:05:24.720Z,33.3811667,-116.3921667,14.76,1.23,ml,47,89,0.05819,0.16,ci,ci37343640,2015-03-20T16:29:00.580Z,"14km N of Borrego Springs, California",earthquake
2015-03-20T04:56:26.780Z,44.4641667,-122.7468333,13.85,2.09,ml,16,55,0.05958,0.22,uw,uw60986651,2015-03-20T18:52:44.250Z,"7km N of Sweet Home, Oregon",earthquake
2015-03-20T04:47:29.710Z,36.0091667,-120.573,4.61,1.39,md,41,79,0.02951,0.07,nc,nc72414225,2015-03-21T03:22:06.505Z,"24km SW of Coalinga, California",earthquake
2015-03-20T04:45:17.690Z,38.8101654,-122.814003,2.62,0.55,md,8,97,0.01193,0.02,nc,nc72414220,2015-03-20T07:29:04.922Z,"6km NW of The Geysers, California",earthquake
2015-03-20T04:34:23.100Z,-17.7448,-178.7672,564.66,4.2,mb,,128,3.03,0.59,us,us10001p2x,2015-03-20T23:21:45.678Z,"245km SE of Lambasa, Fiji",earthquake
2015-03-20T04:31:34.102Z,41.8622,-119.6386,6.7893,1.14,ml,4,222.8,0.149,0.1407,nn,nn00487613,2015-03-21T05:02:27.329Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-20T04:31:03.160Z,38.8323326,-122.8098297,1.44,0.43,md,10,93,0.008927,0.02,nc,nc72414200,2015-03-20T07:04:04.876Z,"7km W of Cobb, California",earthquake
2015-03-20T04:30:00.525Z,41.8657,-119.6364,7.0455,1.31,ml,4,222.27,0.148,0.0814,nn,nn00487611,2015-03-21T05:02:19.196Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-20T04:26:13.560Z,36.035,-117.777,2.22,1.14,ml,19,66,0.01364,0.14,ci,ci37343624,2015-03-20T16:12:39.424Z,"15km E of Coso Junction, California",earthquake
2015-03-20T04:25:32.000Z,63.0893,-150.8485,119.5,1.1,ml,,,,0.38,ak,ak11532382,2015-03-20T20:37:21.208Z,"93km NNW of Talkeetna, Alaska",earthquake
2015-03-20T04:11:24.000Z,60.0559,-153.2851,121.3,2.8,ml,,,,0.77,ak,ak11532376,2015-03-20T12:13:52.115Z,"56km SSW of Redoubt Volcano, Alaska",earthquake
2015-03-20T04:10:22.500Z,19.24,-155.116,40.5,2,Md,,226.8,0.04491576,0.1,hv,hv60876181,2015-03-20T21:08:47.226Z,"24km SSE of Volcano, Hawaii",earthquake
2015-03-20T04:09:41.100Z,37.3705,-118.0728,7,0.65,ml,5,166.99,0.172,,nn,nn00487485,2015-03-20T04:10:49.646Z,"28km E of Bishop, California",earthquake
2015-03-20T04:07:52.000Z,60.1071,-141.0612,10.3,1.5,ml,,,,0.97,ak,ak11532374,2015-03-20T04:39:50.874Z,"76km E of Cape Yakataga, Alaska",earthquake
2015-03-20T04:05:09.000Z,63.5439,-150.7986,11.5,1.4,ml,,,,0.59,ak,ak11532372,2015-03-20T04:22:43.430Z,"93km WNW of Cantwell, Alaska",earthquake
2015-03-20T04:00:15.000Z,63.2428,-150.307,105.7,1.4,ml,,,,0.65,ak,ak11532370,2015-03-20T04:22:48.349Z,"69km WSW of Cantwell, Alaska",earthquake
2015-03-20T03:47:39.000Z,62.8006,-148.4927,50.3,2.7,ml,,,,0.7,ak,ak11532363,2015-03-20T11:50:14.232Z,"69km SSE of Cantwell, Alaska",earthquake
2015-03-20T03:43:53.330Z,38.8421667,-122.8771667,3.01,1.15,md,40,49,0.006294,0.03,nc,nc72414175,2015-03-21T05:07:06.741Z,"12km ENE of Cloverdale, California",earthquake
2015-03-20T03:41:30.000Z,61.0419,-148.3331,10.9,0.9,ml,,,,0.8,ak,ak11532362,2015-03-20T04:01:40.296Z,"35km NNE of Whittier, Alaska",earthquake
2015-03-20T03:36:03.790Z,38.0208333,-122.2098333,8.76,0.82,md,18,74,0.0322,0.04,nc,nc72414170,2015-03-20T23:49:04.027Z,"3km S of Crockett, California",earthquake
2015-03-20T03:28:02.730Z,36.5458333,-121.0981667,9.16,1.23,md,31,63,0.04001,0.05,nc,nc72414165,2015-03-21T03:52:04.583Z,"24km ENE of Soledad, California",earthquake
2015-03-20T03:18:27.910Z,33.5255,-116.7376667,4.71,0.47,ml,15,93,0.0398,0.11,ci,ci37343592,2015-03-20T16:05:16.345Z,"7km WSW of Anza, California",earthquake
2015-03-20T03:11:45.200Z,35.7745,-84.2076667,18.52,2.3,md,13,109,0.1007,0.17,se,se60072037,2015-03-20T11:47:23.388Z,"5km ESE of Lenoir City, Tennessee",earthquake
